timestamp,open,high,low,close,volume
2023-01-23 05:00:00,1.08948,1.08988,1.08897,1.08923,1736.0
2023-01-23 06:00:00,1.08925,1.0903100000000001,1.08925,1.08985,1853.0
2023-01-23 07:00:00,1.08987,1.08987,1.08889,1.08947,1532.0
2023-01-23 08:00:00,1.08947,1.08983,1.08901,1.08922,1806.0
2023-01-23 09:00:00,1.08921,1.09121,1.08873,1.09005,2889.0
2023-01-23 10:00:00,1.09005,1.09269,1.0892,1.09142,5128.0
2023-01-23 11:00:00,1.0914,1.09156,1.08931,1.08999,5361.0
2023-01-23 12:00:00,1.08998,1.09203,1.08931,1.09115,4074.0
2023-01-23 13:00:00,1.09115,1.09154,1.08954,1.08992,4074.0
2023-01-23 14:00:00,1.08991,1.09023,1.0878700000000001,1.08813,4110.0
2023-01-23 15:00:00,1.08813,1.08833,1.08667,1.0871,4263.0
2023-01-23 16:00:00,1.08713,1.08777,1.08532,1.08589,5681.0
2023-01-23 17:00:00,1.08587,1.08681,1.08463,1.08617,6613.0
2023-01-23 18:00:00,1.08616,1.08693,1.08468,1.08647,6923.0
2023-01-23 19:00:00,1.08648,1.08758,1.08598,1.0864,5975.0
2023-01-23 20:00:00,1.08638,1.08649,1.08569,1.08625,3062.0
2023-01-23 21:00:00,1.08626,1.08731,1.08622,1.08662,2768.0
2023-01-23 22:00:00,1.08664,1.08673,1.08476,1.08589,3921.0
2023-01-23 23:00:00,1.0859,1.08682,1.08571,1.0868,3865.0
2023-01-24 00:00:00,1.0868,1.08715,1.0865,1.08711,987.0
2023-01-24 01:00:00,1.08713,1.08718,1.08674,1.08702,348.0
2023-01-24 02:00:00,1.08699,1.08761,1.08678,1.08714,1445.0
2023-01-24 03:00:00,1.08714,1.08748,1.08676,1.0873599999999999,1894.0
2023-01-24 04:00:00,1.08738,1.08826,1.08717,1.08808,1607.0
2023-01-24 05:00:00,1.08809,1.08829,1.08777,1.08788,1256.0
2023-01-24 06:00:00,1.08785,1.08803,1.0873,1.08745,1026.0
2023-01-24 07:00:00,1.08744,1.08764,1.08693,1.08763,1020.0
2023-01-24 08:00:00,1.08763,1.08826,1.08756,1.08784,1177.0
2023-01-24 09:00:00,1.08784,1.08917,1.08772,1.08879,2027.0
2023-01-24 10:00:00,1.08873,1.0898,1.0883099999999999,1.08887,3507.0
2023-01-24 11:00:00,1.08888,1.08959,1.08664,1.0875,4922.0
2023-01-24 12:00:00,1.08749,1.0883099999999999,1.08519,1.08607,5242.0
2023-01-24 13:00:00,1.08607,1.08664,1.0852,1.08638,3855.0
2023-01-24 14:00:00,1.08634,1.08758,1.08536,1.08666,3135.0
2023-01-24 15:00:00,1.08667,1.08764,1.08591,1.08596,2809.0
2023-01-24 16:00:00,1.08597,1.08808,1.08541,1.08658,5245.0
2023-01-24 17:00:00,1.08657,1.087,1.08402,1.0842,7789.0
2023-01-24 18:00:00,1.08423,1.08806,1.08351,1.08751,9438.0
2023-01-24 19:00:00,1.08752,1.08832,1.0867,1.08716,5166.0
2023-01-24 20:00:00,1.08717,1.08869,1.08701,1.08832,3652.0
2023-01-24 21:00:00,1.08834,1.08888,1.08768,1.08791,2525.0
2023-01-24 22:00:00,1.08791,1.08844,1.0874,1.08837,1811.0
2023-01-24 23:00:00,1.08838,1.08846,1.08789,1.08815,1730.0
2023-01-25 00:00:00,1.08814,1.08883,1.08807,1.0888,1695.0
2023-01-25 01:00:00,1.08859,1.0888,1.08781,1.08838,200.0
2023-01-25 02:00:00,1.08839,1.08904,1.08827,1.08899,1826.0
2023-01-25 03:00:00,1.08899,1.08904,1.0881,1.08871,2632.0
2023-01-25 04:00:00,1.08872,1.08941,1.08839,1.0893,2361.0
2023-01-25 05:00:00,1.08931,1.0901399999999999,1.08928,1.08964,1588.0
2023-01-25 06:00:00,1.08962,1.08995,1.08925,1.08972,1695.0
2023-01-25 07:00:00,1.08972,1.09029,1.08969,1.08987,1361.0
2023-01-25 08:00:00,1.08988,1.08995,1.08918,1.08974,1655.0
2023-01-25 09:00:00,1.08974,1.0911,1.08956,1.09062,2672.0
2023-01-25 10:00:00,1.09063,1.09112,1.08785,1.0881,3827.0
2023-01-25 11:00:00,1.08809,1.08913,1.0867499999999999,1.08772,4329.0
2023-01-25 12:00:00,1.0877,1.08918,1.08698,1.08812,3882.0
2023-01-25 13:00:00,1.08813,1.08813,1.08628,1.08657,3840.0
2023-01-25 14:00:00,1.08657,1.08695,1.08572,1.08645,3316.0
2023-01-25 15:00:00,1.08646,1.08769,1.08585,1.08747,3398.0
2023-01-25 16:00:00,1.08738,1.08849,1.08644,1.0872,4703.0
2023-01-25 17:00:00,1.08719,1.09004,1.08686,1.08936,6437.0
2023-01-25 18:00:00,1.08937,1.09236,1.08907,1.09022,9724.0
2023-01-25 19:00:00,1.09018,1.09034,1.08742,1.09002,5422.0
2023-01-25 20:00:00,1.09005,1.09037,1.0894,1.08992,2532.0
2023-01-25 21:00:00,1.08995,1.09184,1.08995,1.09091,3032.0
2023-01-25 22:00:00,1.09091,1.0915,1.09066,1.09144,2625.0
2023-01-25 23:00:00,1.09145,1.09175,1.09064,1.09145,2285.0
2023-01-26 00:00:00,1.0914,1.09178,1.09113,1.09156,1422.0
2023-01-26 01:00:00,1.09133,1.09176,1.09088,1.09134,344.0
2023-01-26 02:00:00,1.09109,1.09231,1.09109,1.09206,1320.0
2023-01-26 03:00:00,1.09207,1.09247,1.09156,1.09156,2045.0
2023-01-26 04:00:00,1.09159,1.09211,1.09067,1.09191,2353.0
2023-01-26 05:00:00,1.09191,1.09216,1.09108,1.09152,1894.0
2023-01-26 06:00:00,1.09151,1.09177,1.09114,1.09131,1541.0
2023-01-26 07:00:00,1.09129,1.09183,1.09129,1.09144,1224.0
2023-01-26 08:00:00,1.09144,1.09189,1.09091,1.09187,1495.0
2023-01-26 09:00:00,1.09183,1.09294,1.09171,1.09202,1852.0
2023-01-26 10:00:00,1.09201,1.09226,1.09064,1.0919699999999999,4244.0
2023-01-26 11:00:00,1.09194,1.09279,1.09056,1.09089,4215.0
2023-01-26 12:00:00,1.0909,1.09102,1.08925,1.08956,3873.0
2023-01-26 13:00:00,1.08957,1.09078,1.08937,1.09069,2866.0
2023-01-26 14:00:00,1.09069,1.09077,1.08991,1.0903,2142.0
2023-01-26 15:00:00,1.09028,1.09042,1.08867,1.08929,3192.0
2023-01-26 16:00:00,1.08926,1.09083,1.0873,1.09025,7631.0
2023-01-26 17:00:00,1.09024,1.09175,1.08815,1.08871,8300.0
2023-01-26 18:00:00,1.0887,1.08949,1.0851,1.08552,8322.0
2023-01-26 19:00:00,1.08552,1.08717,1.08505,1.08646,5071.0
2023-01-26 20:00:00,1.08647,1.08699,1.08579,1.08647,2930.0
2023-01-26 21:00:00,1.08648,1.08881,1.08635,1.08861,2530.0
2023-01-26 22:00:00,1.08861,1.08903,1.0882,1.0889199999999999,1692.0
2023-01-26 23:00:00,1.08891,1.08925,1.08863,1.08921,2488.0
2023-01-27 00:00:00,1.08922,1.0894,1.08901,1.08935,771.0
2023-01-27 01:00:00,1.0888,1.08907,1.08864,1.08899,204.0
2023-01-27 02:00:00,1.08899,1.08964,1.08896,1.08931,1644.0
2023-01-27 03:00:00,1.08931,1.09003,1.08931,1.08965,2033.0
2023-01-27 04:00:00,1.08961,1.08992,1.08861,1.08895,2265.0
2023-01-27 05:00:00,1.08896,1.089,1.08785,1.08794,1653.0
2023-01-27 06:00:00,1.08795,1.088,1.08706,1.0873599999999999,1488.0
2023-01-27 07:00:00,1.08735,1.08735,1.08659,1.08663,1617.0
2023-01-27 08:00:00,1.08663,1.08739,1.08656,1.08737,1341.0
2023-01-27 09:00:00,1.08737,1.08737,1.08663,1.08699,1960.0
2023-01-27 10:00:00,1.08697,1.08797,1.08682,1.08738,2423.0
2023-01-27 11:00:00,1.08741,1.08916,1.08657,1.08902,3683.0
2023-01-27 12:00:00,1.08903,1.08922,1.08774,1.08838,3471.0
2023-01-27 13:00:00,1.08837,1.0895299999999999,1.08826,1.0889199999999999,2180.0
2023-01-27 14:00:00,1.08893,1.08939,1.08754,1.0879,2776.0
2023-01-27 15:00:00,1.0879,1.08808,1.08663,1.08669,2300.0
2023-01-27 16:00:00,1.08667,1.08776,1.08594,1.08621,5529.0
2023-01-27 17:00:00,1.08622,1.08767,1.0845,1.08652,7164.0
2023-01-27 18:00:00,1.0866,1.08791,1.08379,1.08385,7981.0
2023-01-27 19:00:00,1.08384,1.08674,1.08381,1.08562,5564.0
2023-01-27 20:00:00,1.08565,1.08719,1.08526,1.0866500000000001,3008.0
2023-01-27 21:00:00,1.08664,1.08676,1.08565,1.08657,2523.0
2023-01-27 22:00:00,1.08656,1.08723,1.08641,1.08685,2149.0
2023-01-27 23:00:00,1.08685,1.08729,1.08641,1.08653,1596.0
2023-01-28 00:00:00,1.08652,1.0869,1.0865,1.08674,1046.0
2023-01-30 01:00:00,1.0860400000000001,1.08656,1.08599,1.08656,243.0
2023-01-30 02:00:00,1.08655,1.0872600000000001,1.08654,1.08717,1471.0
2023-01-30 03:00:00,1.08717,1.08754,1.08691,1.08747,1742.0
2023-01-30 04:00:00,1.08743,1.08752,1.0861,1.0873599999999999,2409.0
2023-01-30 05:00:00,1.08735,1.0873599999999999,1.08656,1.0869,2113.0
2023-01-30 06:00:00,1.08691,1.08693,1.08644,1.08685,1498.0
2023-01-30 07:00:00,1.08685,1.08793,1.08681,1.08763,3704.0
2023-01-30 08:00:00,1.08759,1.08767,1.08642,1.08691,2175.0
2023-01-30 09:00:00,1.08692,1.08695,1.0858,1.0862,2282.0
2023-01-30 10:00:00,1.08618,1.08699,1.0853,1.08595,3162.0
2023-01-30 11:00:00,1.08613,1.08895,1.08613,1.08812,5883.0
2023-01-30 12:00:00,1.08811,1.0904,1.08764,1.09016,4070.0
2023-01-30 13:00:00,1.09017,1.09137,1.09015,1.09106,4214.0
2023-01-30 14:00:00,1.09108,1.09112,1.08905,1.08962,3587.0
2023-01-30 15:00:00,1.08963,1.09095,1.08928,1.09037,3014.0
2023-01-30 16:00:00,1.09038,1.09112,1.08861,1.08862,4293.0
2023-01-30 17:00:00,1.08862,1.08997,1.08797,1.08914,5792.0
2023-01-30 18:00:00,1.08912,1.08993,1.08676,1.08708,6691.0
2023-01-30 19:00:00,1.08707,1.08746,1.08605,1.08658,4320.0
2023-01-30 20:00:00,1.08657,1.08667,1.08574,1.08578,2745.0
2023-01-30 21:00:00,1.08576,1.08605,1.08502,1.08545,2295.0
2023-01-30 22:00:00,1.08546,1.08555,1.08392,1.08461,2507.0
2023-01-30 23:00:00,1.08461,1.08546,1.0844,1.08457,2409.0
2023-01-31 00:00:00,1.08467,1.08523,1.08457,1.08508,809.0
2023-01-31 01:00:00,1.08474,1.08527,1.08468,1.08505,1846.0
2023-01-31 02:00:00,1.08512,1.08512,1.08467,1.085,867.0
2023-01-31 03:00:00,1.08502,1.08573,1.08488,1.08538,2096.0
2023-01-31 04:00:00,1.08538,1.08601,1.0851,1.08575,2174.0
2023-01-31 05:00:00,1.08575,1.0859,1.08499,1.08519,1778.0
2023-01-31 06:00:00,1.08521,1.08526,1.0844,1.08445,1558.0
2023-01-31 07:00:00,1.08446,1.08462,1.08395,1.08461,1687.0
2023-01-31 08:00:00,1.08462,1.08468,1.08329,1.08346,1455.0
2023-01-31 09:00:00,1.08348,1.08423,1.08316,1.08393,2141.0
2023-01-31 10:00:00,1.08394,1.08496,1.08341,1.0844,3483.0
2023-01-31 11:00:00,1.08439,1.08448,1.08024,1.08033,5857.0
2023-01-31 12:00:00,1.08036,1.08342,1.0802,1.08296,4273.0
2023-01-31 13:00:00,1.083,1.08312,1.08202,1.08227,3552.0
2023-01-31 14:00:00,1.08226,1.08382,1.08214,1.08358,3088.0
2023-01-31 15:00:00,1.0836,1.08386,1.08254,1.0826,3674.0
2023-01-31 16:00:00,1.08258,1.08631,1.08258,1.0851,8450.0
2023-01-31 17:00:00,1.0851,1.08643,1.0843,1.08479,7854.0
2023-01-31 18:00:00,1.08475,1.08625,1.08333,1.08602,8818.0
2023-01-31 19:00:00,1.08601,1.08678,1.08533,1.0857,5532.0
2023-01-31 20:00:00,1.08571,1.08663,1.08504,1.08653,2696.0
2023-01-31 21:00:00,1.08654,1.0875,1.08647,1.08723,2019.0
2023-01-31 22:00:00,1.08721,1.08741,1.08628,1.08638,1859.0
2023-01-31 23:00:00,1.08641,1.08729,1.08598,1.0872,2462.0
2023-02-01 00:00:00,1.08719,1.08725,1.08628,1.08642,1601.0
2023-02-01 01:00:00,1.08618,1.08643,1.08587,1.0862,289.0
2023-02-01 02:00:00,1.0862,1.08655,1.08591,1.08606,1069.0
2023-02-01 03:00:00,1.08607,1.08642,1.08583,1.08624,1631.0
2023-02-01 04:00:00,1.08623,1.08637,1.0857,1.08572,1972.0
2023-02-01 05:00:00,1.08573,1.08573,1.08522,1.08538,1461.0
2023-02-01 06:00:00,1.08539,1.08628,1.08524,1.08627,902.0
2023-02-01 07:00:00,1.08628,1.08689,1.08627,1.08657,1099.0
2023-02-01 08:00:00,1.08655,1.08749,1.08654,1.08716,1055.0
2023-02-01 09:00:00,1.08717,1.08768,1.08658,1.08695,1497.0
2023-02-01 10:00:00,1.08696,1.08838,1.08666,1.088,3336.0
2023-02-01 11:00:00,1.08804,1.08884,1.08696,1.08873,4396.0
2023-02-01 12:00:00,1.08873,1.08885,1.08786,1.08833,3190.0
2023-02-01 13:00:00,1.08829,1.08937,1.08792,1.08921,3220.0
2023-02-01 14:00:00,1.08922,1.08971,1.08885,1.08925,2505.0
2023-02-01 15:00:00,1.08924,1.08979,1.0888,1.08915,2236.0
2023-02-01 16:00:00,1.08917,1.09099,1.08882,1.0904,5344.0
2023-02-01 17:00:00,1.09039,1.09109,1.0901,1.09041,4765.0
2023-02-01 18:00:00,1.09041,1.09246,1.08891,1.09196,9446.0
2023-02-01 19:00:00,1.09195,1.0924,1.09141,1.09165,4410.0
2023-02-01 20:00:00,1.09164,1.0919,1.09046,1.09078,2976.0
2023-02-01 21:00:00,1.09079,1.09208,1.09061,1.09161,3067.0
2023-02-01 22:00:00,1.09161,1.09852,1.08886,1.09778,18929.0
2023-02-01 23:00:00,1.09779,1.10005,1.09694,1.09879,11134.0
2023-02-02 00:00:00,1.09879,1.09906,1.09833,1.09884,2041.0
2023-02-02 01:00:00,1.09874,1.09893,1.0984,1.09877,908.0
2023-02-02 02:00:00,1.09879,1.10329,1.09869,1.10127,3928.0
2023-02-02 03:00:00,1.10126,1.10267,1.10106,1.10187,3327.0
2023-02-02 04:00:00,1.10189,1.10213,1.10061,1.10133,3538.0
2023-02-02 05:00:00,1.1013,1.10211,1.10119,1.10187,2965.0
2023-02-02 06:00:00,1.10186,1.10206,1.1014599999999999,1.10176,2284.0
2023-02-02 07:00:00,1.10175,1.10255,1.10158,1.10199,1380.0
2023-02-02 08:00:00,1.10198,1.10247,1.10189,1.102,1902.0
2023-02-02 09:00:00,1.10201,1.10218,1.10045,1.10051,2392.0
2023-02-02 10:00:00,1.10056,1.10147,1.09914,1.09935,4016.0
2023-02-02 11:00:00,1.09936,1.10105,1.09915,1.10051,4792.0
2023-02-02 12:00:00,1.10048,1.10063,1.09887,1.09986,4199.0
2023-02-02 13:00:00,1.09987,1.10003,1.09803,1.09828,4067.0
2023-02-02 14:00:00,1.0983,1.10021,1.09821,1.0999,2994.0
2023-02-02 15:00:00,1.09992,1.10042,1.09825,1.0984099999999999,7762.0
2023-02-02 16:00:00,1.0984,1.10039,1.09439,1.09453,10834.0
2023-02-02 17:00:00,1.09454,1.09663,1.09048,1.09054,12759.0
2023-02-02 18:00:00,1.09054,1.09396,1.08854,1.09366,9856.0
2023-02-02 19:00:00,1.09363,1.09488,1.09071,1.09171,6537.0
2023-02-02 20:00:00,1.09173,1.09268,1.09057,1.09085,3871.0
2023-02-02 21:00:00,1.09085,1.09227,1.09079,1.09193,2868.0
2023-02-02 22:00:00,1.09194,1.09225,1.09052,1.09078,4356.0
2023-02-02 23:00:00,1.09079,1.0915,1.09055,1.09137,3581.0
2023-02-03 00:00:00,1.09137,1.0916,1.09082,1.09099,2682.0
2023-02-03 01:00:00,1.09083,1.09096,1.09052,1.09081,333.0
2023-02-03 02:00:00,1.09079,1.09114,1.09044,1.09046,1303.0
2023-02-03 03:00:00,1.09047,1.09051,1.08922,1.08974,2458.0
2023-02-03 04:00:00,1.08967,1.08995,1.0891,1.08937,2287.0
2023-02-03 05:00:00,1.08937,1.08959,1.08877,1.08895,1929.0
2023-02-03 06:00:00,1.08895,1.08958,1.0889199999999999,1.08939,1272.0
2023-02-03 07:00:00,1.0894,1.08947,1.08872,1.08931,1053.0
2023-02-03 08:00:00,1.0893,1.08983,1.08899,1.08936,1270.0
2023-02-03 09:00:00,1.08936,1.09,1.08915,1.08982,1653.0
2023-02-03 10:00:00,1.08976,1.09061,1.08819,1.08995,3795.0
2023-02-03 11:00:00,1.08996,1.09073,1.08846,1.09034,4249.0
2023-02-03 12:00:00,1.09037,1.0931,1.08935,1.09299,4154.0
2023-02-03 13:00:00,1.09296,1.09368,1.09249,1.09351,3371.0
2023-02-03 14:00:00,1.09352,1.0937000000000001,1.09247,1.09291,3033.0
2023-02-03 15:00:00,1.09289,1.09369,1.09259,1.09326,3086.0
2023-02-03 16:00:00,1.09321,1.094,1.08263,1.08396,12218.0
2023-02-03 17:00:00,1.08396,1.08716,1.0832600000000001,1.08635,11161.0
2023-02-03 18:00:00,1.08404,1.08762,1.08091,1.08583,14071.0
2023-02-03 19:00:00,1.08584,1.08616,1.08234,1.08249,6957.0
2023-02-03 20:00:00,1.0825,1.08369,1.08225,1.08246,3667.0
2023-02-03 21:00:00,1.08243,1.08247,1.08058,1.08119,4338.0
2023-02-03 22:00:00,1.08116,1.08145,1.08019,1.08047,2942.0
2023-02-03 23:00:00,1.08046,1.08048,1.0793,1.07933,3209.0
2023-02-04 00:00:00,1.07938,1.08007,1.07925,1.07932,1330.0
2023-02-06 01:00:00,1.07854,1.07918,1.0781,1.07871,291.0
2023-02-06 02:00:00,1.07871,1.07983,1.07836,1.07892,3604.0
2023-02-06 03:00:00,1.07891,1.07948,1.07813,1.07887,2973.0
2023-02-06 04:00:00,1.07888,1.07941,1.07842,1.0785,2799.0
2023-02-06 05:00:00,1.07851,1.07983,1.07822,1.07908,3319.0
2023-02-06 06:00:00,1.07906,1.07983,1.07892,1.07901,2098.0
2023-02-06 07:00:00,1.07902,1.0799,1.07888,1.07963,2187.0
2023-02-06 08:00:00,1.07962,1.0798,1.07901,1.07966,1811.0
2023-02-06 09:00:00,1.07967,1.07978,1.07865,1.07872,2239.0
2023-02-06 10:00:00,1.07873,1.07963,1.07798,1.078,4065.0
2023-02-06 11:00:00,1.07801,1.07952,1.07748,1.07851,5551.0
2023-02-06 12:00:00,1.0785,1.07881,1.07652,1.07664,4543.0
2023-02-06 13:00:00,1.0766499999999999,1.07776,1.07598,1.07658,4367.0
2023-02-06 14:00:00,1.0765500000000001,1.07674,1.07567,1.07661,2978.0
2023-02-06 15:00:00,1.07658,1.07832,1.07657,1.07732,3042.0
2023-02-06 16:00:00,1.07734,1.0777700000000001,1.07571,1.07579,4647.0
2023-02-06 17:00:00,1.07579,1.07662,1.0739,1.07446,6829.0
2023-02-06 18:00:00,1.07447,1.07476,1.0722,1.07303,6140.0
2023-02-06 19:00:00,1.07302,1.07393,1.07173,1.07211,4523.0
2023-02-06 20:00:00,1.07211,1.0722,1.07095,1.0713,3114.0
2023-02-06 21:00:00,1.07131,1.07265,1.07101,1.07263,1821.0
2023-02-06 22:00:00,1.07263,1.07374,1.07235,1.07247,2695.0
2023-02-06 23:00:00,1.07246,1.07309,1.07186,1.07297,2760.0
2023-02-07 00:00:00,1.07293,1.07302,1.0723799999999999,1.07247,924.0
2023-02-07 01:00:00,1.07248,1.0727,1.07199,1.07263,1940.0
2023-02-07 02:00:00,1.07268,1.07289,1.07233,1.07289,852.0
2023-02-07 03:00:00,1.07289,1.07362,1.0728,1.07362,1559.0
2023-02-07 04:00:00,1.07364,1.07427,1.07336,1.0741,1856.0
2023-02-07 05:00:00,1.07411,1.07418,1.0735999999999999,1.07409,1609.0
2023-02-07 06:00:00,1.0741,1.07426,1.07359,1.07382,2259.0
2023-02-07 07:00:00,1.07381,1.07381,1.07285,1.07328,2033.0
2023-02-07 08:00:00,1.07329,1.07416,1.07305,1.07402,2210.0
2023-02-07 09:00:00,1.07401,1.07437,1.07351,1.07391,2082.0
2023-02-07 10:00:00,1.0739,1.07397,1.07231,1.0724,4205.0
2023-02-07 11:00:00,1.07241,1.0726,1.0697,1.07189,7004.0
2023-02-07 12:00:00,1.0719,1.07348,1.07106,1.07109,5037.0
2023-02-07 13:00:00,1.07108,1.07227,1.07066,1.07136,3512.0
2023-02-07 14:00:00,1.07135,1.0718,1.06981,1.07049,3697.0
2023-02-07 15:00:00,1.07051,1.07123,1.07016,1.07052,3568.0
2023-02-07 16:00:00,1.07051,1.07064,1.06857,1.06952,4918.0
2023-02-07 17:00:00,1.06952,1.06994,1.06796,1.06822,5666.0
2023-02-07 18:00:00,1.06823,1.06967,1.0669,1.06927,6401.0
2023-02-07 19:00:00,1.06927,1.07121,1.06885,1.07047,5785.0
2023-02-07 20:00:00,1.07048,1.07664,1.06898,1.07601,9545.0
2023-02-07 21:00:00,1.076,1.07623,1.06873,1.0702099999999999,14617.0
2023-02-07 22:00:00,1.0702099999999999,1.07285,1.07014,1.07193,7150.0
2023-02-07 23:00:00,1.0719400000000001,1.07293,1.0708199999999999,1.0725,3284.0
2023-02-08 00:00:00,1.0725,1.07298,1.07214,1.07272,1015.0
2023-02-08 01:00:00,1.07211,1.0729,1.07211,1.07288,247.0
2023-02-08 02:00:00,1.07292,1.07309,1.07251,1.07304,565.0
2023-02-08 03:00:00,1.07305,1.07341,1.07268,1.07321,1839.0
2023-02-08 04:00:00,1.07321,1.07351,1.0723,1.07263,2228.0
2023-02-08 05:00:00,1.07262,1.07331,1.07237,1.07328,2274.0
2023-02-08 06:00:00,1.07327,1.07348,1.07302,1.07322,1584.0
2023-02-08 07:00:00,1.0732,1.07348,1.07305,1.07337,1174.0
2023-02-08 08:00:00,1.07332,1.0735,1.07273,1.07336,922.0
2023-02-08 09:00:00,1.07333,1.07396,1.07271,1.07271,1712.0
2023-02-08 10:00:00,1.0727,1.07598,1.07239,1.07587,3841.0
2023-02-08 11:00:00,1.07588,1.0759,1.07409,1.07521,5427.0
2023-02-08 12:00:00,1.07521,1.07607,1.07502,1.07552,3731.0
2023-02-08 13:00:00,1.07551,1.07558,1.07429,1.07463,3131.0
2023-02-08 14:00:00,1.07463,1.07475,1.07328,1.0735,2583.0
2023-02-08 15:00:00,1.07349,1.07491,1.07336,1.07337,3080.0
2023-02-08 16:00:00,1.07339,1.0737700000000001,1.07256,1.07315,4894.0
2023-02-08 17:00:00,1.0731600000000001,1.07431,1.07178,1.07249,7129.0
2023-02-08 18:00:00,1.07248,1.0728,1.07137,1.07252,7582.0
2023-02-08 19:00:00,1.07253,1.07362,1.07187,1.07335,5436.0
2023-02-08 20:00:00,1.07335,1.07401,1.07257,1.07283,3806.0
2023-02-08 21:00:00,1.07283,1.07391,1.07243,1.07339,4200.0
2023-02-08 22:00:00,1.07341,1.07341,1.07208,1.07231,2553.0
2023-02-08 23:00:00,1.0723,1.07244,1.07094,1.07137,2378.0
2023-02-09 00:00:00,1.07135,1.07153,1.07115,1.07151,766.0
2023-02-09 01:00:00,1.07127,1.0714,1.0708,1.07119,1679.0
2023-02-09 02:00:00,1.07119,1.0717,1.07097,1.07153,992.0
2023-02-09 03:00:00,1.07153,1.07191,1.07147,1.07161,1621.0
2023-02-09 04:00:00,1.0716,1.0726,1.07094,1.07247,2605.0
2023-02-09 05:00:00,1.07247,1.07327,1.07236,1.07306,1548.0
2023-02-09 06:00:00,1.07306,1.07326,1.07253,1.07294,1194.0
2023-02-09 07:00:00,1.07295,1.07326,1.07284,1.0732,1032.0
2023-02-09 08:00:00,1.07321,1.07382,1.07272,1.07355,2230.0
2023-02-09 09:00:00,1.07356,1.07446,1.07333,1.07398,2602.0
2023-02-09 10:00:00,1.07402,1.07403,1.0724,1.07329,4225.0
2023-02-09 11:00:00,1.0733,1.07595,1.07325,1.07529,5058.0
2023-02-09 12:00:00,1.07533,1.07688,1.07509,1.07635,4041.0
2023-02-09 13:00:00,1.07635,1.07786,1.0759,1.07773,3502.0
2023-02-09 14:00:00,1.07774,1.07774,1.07588,1.07631,3116.0
2023-02-09 15:00:00,1.07629,1.07721,1.0759,1.07694,2986.0
2023-02-09 16:00:00,1.07694,1.07901,1.07627,1.07897,5320.0
2023-02-09 17:00:00,1.07898,1.07906,1.07779,1.078,6093.0
2023-02-09 18:00:00,1.07802,1.07894,1.07617,1.07628,6201.0
2023-02-09 19:00:00,1.07628,1.07632,1.07441,1.07607,4520.0
2023-02-09 20:00:00,1.0760399999999999,1.07614,1.0739,1.07486,3497.0
2023-02-09 21:00:00,1.07485,1.07485,1.07376,1.07412,4303.0
2023-02-09 22:00:00,1.0741,1.07456,1.07332,1.07371,4019.0
2023-02-09 23:00:00,1.07372,1.07395,1.07314,1.07335,3243.0
2023-02-10 00:00:00,1.07333,1.07378,1.07327,1.07378,711.0
2023-02-10 01:00:00,1.07366,1.07405,1.07347,1.07393,758.0
2023-02-10 02:00:00,1.07397,1.07416,1.07368,1.07391,653.0
2023-02-10 03:00:00,1.07392,1.07395,1.07257,1.07347,1939.0
2023-02-10 04:00:00,1.07346,1.07385,1.07281,1.07336,2021.0
2023-02-10 05:00:00,1.07329,1.07341,1.07242,1.0725,1595.0
2023-02-10 06:00:00,1.07251,1.07261,1.07175,1.07208,2134.0
2023-02-10 07:00:00,1.07209,1.07242,1.07173,1.07185,1594.0
2023-02-10 08:00:00,1.07184,1.07267,1.07181,1.07258,1630.0
2023-02-10 09:00:00,1.07258,1.0729,1.07219,1.0723,1836.0
2023-02-10 10:00:00,1.07232,1.07446,1.0719,1.0741,6976.0
2023-02-10 11:00:00,1.07412,1.07527,1.07266,1.0742099999999999,6870.0
2023-02-10 12:00:00,1.07419,1.07448,1.0704,1.07066,6872.0
2023-02-10 13:00:00,1.07066,1.07113,1.06916,1.07087,4599.0
2023-02-10 14:00:00,1.07083,1.07109,1.06936,1.06985,3525.0
2023-02-10 15:00:00,1.06985,1.07006,1.06812,1.06832,3414.0
2023-02-10 16:00:00,1.06831,1.06994,1.06815,1.06958,5302.0
2023-02-10 17:00:00,1.06958,1.07068,1.06863,1.06974,6032.0
2023-02-10 18:00:00,1.06965,1.07067,1.06744,1.06769,8406.0
2023-02-10 19:00:00,1.0677,1.06869,1.06681,1.06689,4427.0
2023-02-10 20:00:00,1.06688,1.0674,1.06662,1.06682,3107.0
2023-02-10 21:00:00,1.0668,1.06767,1.06676,1.06713,1582.0
2023-02-10 22:00:00,1.06713,1.06753,1.06681,1.06732,1725.0
2023-02-10 23:00:00,1.06735,1.06808,1.0673300000000001,1.06789,1292.0
2023-02-11 00:00:00,1.06787,1.06801,1.06754,1.06781,744.0
2023-02-13 01:00:00,1.06774,1.06799,1.06725,1.06744,1314.0
2023-02-13 02:00:00,1.06753,1.06795,1.06713,1.06772,1940.0
2023-02-13 03:00:00,1.06772,1.06787,1.0668,1.06725,1958.0
2023-02-13 04:00:00,1.06729,1.06749,1.06554,1.0667,3516.0
2023-02-13 05:00:00,1.06669,1.06709,1.06605,1.06675,2262.0
2023-02-13 06:00:00,1.06674,1.06683,1.06607,1.06607,1941.0
2023-02-13 07:00:00,1.06608,1.06691,1.06606,1.0667200000000001,1268.0
2023-02-13 08:00:00,1.06671,1.06706,1.06631,1.06695,1850.0
2023-02-13 09:00:00,1.06695,1.06792,1.06671,1.0674,2253.0
